日期,大区,产品品类,产品名称,渠道类型,销量,销售额,营销费用
2025-05-10 16:47:02.964592918,华北大区,汽车零部件,液压底盘件,渠道分销,58,69326.5,7468.7
2025-05-10 19:11:56.543308662,华东大区,汽车零部件,精密齿轮,线下直销,24,30414.6,3066.35
2025-05-10 21:36:50.122024404,华南大区,医疗耗材,诊断试剂盒,线下直销,92,14500.61,1454.93
2025-05-11 00:01:43.700740148,华东大区,医疗耗材,高分子医用导管,线上电商,69,9430.15,1193.06
2025-05-11 02:26:37.279455890,华南大区,医疗耗材,高分子医用导管,渠道分销,72,11517.85,996.44
2025-05-11 04:51:30.858171634,华东大区,智能硬件,激光传感器,渠道分销,23,6739.18,562.34
2025-05-11 07:16:24.436887378,华南大区,汽车零部件,轻量化轮毂,渠道分销,10,11761.3,1523.26
2025-05-11 09:41:18.015603120,华东大区,汽车零部件,轻量化轮毂,线上电商,24,29044.02,3500.1
2025-05-11 12:06:11.594318864,华东大区,汽车零部件,精密齿轮,线上电商,59,77690.08,11434.3
2025-05-11 14:31:05.173034606,华东大区,智能硬件,智能手环V2,线下直销,38,10971.53,1353.63
2025-05-11 16:55:58.751750350,华东大区,医疗耗材,诊断试剂盒,渠道分销,66,9177.94,1248.77
2025-05-11 19:20:52.330466092,华东大区,汽车零部件,精密齿轮,渠道分销,16,20383.11,2446.65
2025-05-11 21:45:45.909181836,华东大区,智能硬件,智能手环V2,线上电商,76,21846.54,2289.97
2025-05-12 00:10:39.487897580,华东大区,汽车零部件,液压底盘件,线下直销,16,19826.13,2682.0
2025-05-12 02:35:33.066613322,华东大区,汽车零部件,精密齿轮,渠道分销,71,82067.49,9699.48
2025-05-12 05:00:26.645329066,华东大区,智能硬件,激光传感器,线上电商,21,6746.53,713.52
2025-05-12 07:25:20.224044808,华东大区,智能硬件,车载智能模块,线下直销,43,12009.37,1410.37
2025-05-12 09:50:13.802760552,华东大区,智能硬件,激光传感器,线下直销,44,12089.78,1270.22
2025-05-12 12:15:07.381476296,华东大区,医疗耗材,诊断试剂盒,渠道分销,36,5895.58,736.92
2025-05-12 14:40:00.960192038,华东大区,汽车零部件,精密齿轮,线上电商,64,74015.54,9391.05
2025-05-12 17:04:54.538907782,华南大区,汽车零部件,精密齿轮,渠道分销,57,66619.95,9639.05
2025-05-12 19:29:48.117623524,西部大区,医疗耗材,高分子医用导管,线下直销,62,9869.14,965.08
2025-05-12 21:54:41.696339268,华东大区,汽车零部件,精密齿轮,渠道分销,80,93644.27,12826.73
2025-05-13 00:19:35.275055010,华东大区,汽车零部件,精密齿轮,线下直销,48,55880.34,7133.55
2025-05-13 02:44:28.853770754,华北大区,智能硬件,激光传感器,线下直销,92,26912.83,2857.72
2025-05-13 05:09:22.432486498,华北大区,医疗耗材,高分子医用导管,线下直销,57,8058.81,894.64
2025-05-13 07:34:16.011202240,华东大区,医疗耗材,高分子医用导管,线上电商,68,10723.69,1404.22
2025-05-13 09:59:09.589917984,华东大区,汽车零部件,液压底盘件,渠道分销,80,96971.77,13955.72
2025-05-13 12:24:03.168633726,华南大区,医疗耗材,诊断试剂盒,渠道分销,67,9421.93,1191.37
2025-05-13 14:48:56.747349470,华东大区,医疗耗材,高分子医用导管,线下直销,84,11717.09,1071.09
2025-05-13 17:13:50.326065212,华北大区,智能硬件,车载智能模块,渠道分销,10,3262.41,339.26
2025-05-13 19:38:43.904780956,华南大区,汽车零部件,轻量化轮毂,渠道分销,40,49846.95,5209.07
2025-05-13 22:03:37.483496700,华东大区,智能硬件,车载智能模块,线下直销,64,19950.08,2019.44
2025-05-14 00:28:31.062212442,西部大区,医疗耗材,高分子医用导管,线上电商,18,2770.56,365.85
2025-05-14 02:53:24.640928186,华东大区,汽车零部件,液压底盘件,线下直销,56,73813.64,7227.14
2025-05-14 05:18:18.219643928,华东大区,智能硬件,车载智能模块,渠道分销,88,28071.21,3277.37
2025-05-14 07:43:11.798359672,华东大区,汽车零部件,液压底盘件,线上电商,83,103104.42,13502.73
2025-05-14 10:08:05.377075414,华北大区,汽车零部件,精密齿轮,线上电商,55,61550.88,9071.99
2025-05-14 12:32:58.955791158,华北大区,汽车零部件,精密齿轮,渠道分销,63,80052.96,9214.44
2025-05-14 14:57:52.534506902,华南大区,智能硬件,智能手环V2,线下直销,31,9178.74,1238.23
2025-05-14 17:22:46.113222644,西部大区,智能硬件,激光传感器,线下直销,12,3914.53,367.7
2025-05-14 19:47:39.691938388,华北大区,汽车零部件,精密齿轮,线下直销,69,89315.46,11527.9
2025-05-14 22:12:33.270654130,华南大区,智能硬件,激光传感器,线上电商,57,16292.9,2325.98
2025-05-15 00:37:26.849369874,华东大区,智能硬件,车载智能模块,线上电商,63,18982.68,1979.48
2025-05-15 03:02:20.428085616,西部大区,智能硬件,智能手环V2,渠道分销,31,9276.28,758.85
2025-05-15 05:27:14.006801360,华东大区,智能硬件,智能手环V2,线下直销,35,10249.17,1275.25
2025-05-15 07:52:07.585517104,华东大区,汽车零部件,精密齿轮,渠道分销,50,63682.63,8751.54
2025-05-15 10:17:01.164232846,华南大区,医疗耗材,高分子医用导管,渠道分销,72,11050.68,1579.79
2025-05-15 12:41:54.742948590,西部大区,汽车零部件,液压底盘件,线下直销,67,76635.55,10211.68
2025-05-15 15:06:48.321664332,华北大区,汽车零部件,精密齿轮,线上电商,51,60619.87,7864.26
2025-05-15 17:31:41.900380076,华南大区,汽车零部件,精密齿轮,渠道分销,28,32010.97,4335.97
2025-05-15 19:56:35.479095818,华南大区,汽车零部件,精密齿轮,线上电商,77,95396.78,9875.93
2025-05-15 22:21:29.057811562,华北大区,医疗耗材,诊断试剂盒,线下直销,92,14584.44,1301.71
2025-05-16 00:46:22.636527306,西部大区,汽车零部件,液压底盘件,渠道分销,53,59731.43,8934.94
2025-05-16 03:11:16.215243048,华东大区,汽车零部件,精密齿轮,渠道分销,78,89980.08,12830.25
2025-05-16 05:36:09.793958792,华东大区,汽车零部件,精密齿轮,线上电商,23,26094.03,3661.71
2025-05-16 08:01:03.372674534,华东大区,汽车零部件,精密齿轮,线上电商,91,108735.2,15847.4
2025-05-16 10:25:56.951390278,华东大区,智能硬件,车载智能模块,线上电商,27,8192.21,961.05
2025-05-16 12:50:50.530106020,华东大区,汽车零部件,液压底盘件,线下直销,69,79184.44,8730.36
2025-05-16 15:15:44.108821764,华东大区,医疗耗材,诊断试剂盒,线下直销,46,7340.69,748.19
2025-05-16 17:40:37.687537508,华东大区,智能硬件,激光传感器,线上电商,43,12716.19,1070.84
2025-05-16 20:05:31.266253250,华东大区,汽车零部件,液压底盘件,线下直销,61,74878.76,10896.26
2025-05-16 22:30:24.844968994,华南大区,汽车零部件,轻量化轮毂,渠道分销,10,11405.1,1153.06
2025-05-17 00:55:18.423684736,西部大区,智能硬件,车载智能模块,线下直销,43,13596.28,1359.79
2025-05-17 03:20:12.002400480,华东大区,智能硬件,智能手环V2,渠道分销,66,19405.93,2320.96
2025-05-17 05:45:05.581116222,华东大区,智能硬件,车载智能模块,渠道分销,64,19339.53,2194.14
2025-05-17 08:09:59.159831966,华北大区,智能硬件,激光传感器,渠道分销,69,19046.66,2192.67
2025-05-17 10:34:52.738547710,华东大区,汽车零部件,液压底盘件,线下直销,38,47614.99,6519.76
2025-05-17 12:59:46.317263452,华南大区,智能硬件,激光传感器,线上电商,73,20074.98,2107.6
2025-05-17 15:24:39.895979196,华东大区,智能硬件,智能手环V2,渠道分销,96,30837.87,3793.39
2025-05-17 17:49:33.474694938,华东大区,汽车零部件,轻量化轮毂,线下直销,25,31420.67,2711.86
2025-05-17 20:14:27.053410682,华南大区,汽车零部件,轻量化轮毂,线下直销,71,87559.53,9422.37
2025-05-17 22:39:20.632126426,华东大区,汽车零部件,精密齿轮,线下直销,53,61744.55,7476.87
2025-05-18 01:04:14.210842168,华东大区,医疗耗材,高分子医用导管,线上电商,32,4965.26,486.72
2025-05-18 03:29:07.789557912,华北大区,智能硬件,车载智能模块,线下直销,72,23213.92,2192.59
2025-05-18 05:54:01.368273654,华东大区,智能硬件,车载智能模块,渠道分销,29,8524.05,831.23
2025-05-18 08:18:54.946989398,华北大区,医疗耗材,高分子医用导管,线上电商,50,7337.86,872.3
2025-05-18 10:43:48.525705140,华南大区,智能硬件,激光传感器,渠道分销,92,27655.55,2898.47
2025-05-18 13:08:42.104420884,华东大区,智能硬件,智能手环V2,线上电商,82,25847.05,3065.09
2025-05-18 15:33:35.683136628,华东大区,智能硬件,激光传感器,渠道分销,57,18494.52,2339.2
2025-05-18 17:58:29.261852370,华南大区,汽车零部件,精密齿轮,线下直销,74,90007.42,8033.86
2025-05-18 20:23:22.840568114,华东大区,智能硬件,激光传感器,线下直销,66,19865.49,1589.42
2025-05-18 22:48:16.419283856,华东大区,汽车零部件,液压底盘件,线上电商,26,32767.84,2961.33
2025-05-19 01:13:09.997999600,华北大区,智能硬件,车载智能模块,线下直销,76,22119.24,2812.66
2025-05-19 03:38:03.576715342,华东大区,汽车零部件,轻量化轮毂,线下直销,20,25345.11,2936.87
2025-05-19 06:02:57.155431086,华南大区,智能硬件,智能手环V2,线下直销,13,3918.63,513.39
2025-05-19 08:27:50.734146830,华北大区,智能硬件,智能手环V2,线上电商,61,19319.93,2206.23
2025-05-19 10:52:44.312862572,华南大区,智能硬件,车载智能模块,线下直销,73,21161.73,2222.52
2025-05-19 13:17:37.891578316,华东大区,智能硬件,智能手环V2,渠道分销,48,15743.42,1439.68
2025-05-19 15:42:31.470294058,华东大区,医疗耗材,诊断试剂盒,线下直销,56,8678.01,1105.76
2025-05-19 18:07:25.049009802,华南大区,医疗耗材,诊断试剂盒,线上电商,80,12747.67,1252.51
2025-05-19 20:32:18.627725544,华南大区,医疗耗材,诊断试剂盒,线上电商,90,13215.89,1209.72
2025-05-19 22:57:12.206441288,华东大区,智能硬件,激光传感器,线上电商,75,21845.6,2699.87
2025-05-20 01:22:05.785157032,华南大区,汽车零部件,液压底盘件,线上电商,62,79742.76,7897.98
2025-05-20 03:46:59.363872774,华南大区,医疗耗材,高分子医用导管,线上电商,23,3221.75,356.52
2025-05-20 06:11:52.942588518,华东大区,汽车零部件,精密齿轮,线下直销,50,54946.31,5495.25
2025-05-20 08:36:46.521304260,华东大区,汽车零部件,精密齿轮,线下直销,68,86378.68,11791.9
2025-05-20 11:01:40.100020004,华东大区,汽车零部件,精密齿轮,线下直销,61,68181.27,9539.56
2025-05-20 13:26:33.678735746,华南大区,汽车零部件,轻量化轮毂,线上电商,75,84370.39,9880.23
2025-05-20 15:51:27.257451490,华南大区,智能硬件,智能手环V2,线上电商,31,9583.74,1173.53
2025-05-20 18:16:20.836167234,华南大区,汽车零部件,轻量化轮毂,线下直销,67,80014.95,9514.43
2025-05-20 20:41:14.414882976,华东大区,医疗耗材,高分子医用导管,线下直销,67,10754.31,1517.94
2025-05-20 23:06:07.993598720,华南大区,智能硬件,智能手环V2,线上电商,80,22468.3,1825.26
2025-05-21 01:31:01.572314462,华南大区,智能硬件,智能手环V2,线上电商,83,22440.26,2845.25
2025-05-21 03:55:55.151030206,华东大区,智能硬件,激光传感器,线上电商,32,9958.72,1212.3
2025-05-21 06:20:48.729745948,华东大区,医疗耗材,高分子医用导管,线下直销,58,9483.57,1377.04
2025-05-21 08:45:42.308461692,华南大区,智能硬件,车载智能模块,线上电商,96,29029.61,2660.97
2025-05-21 11:10:35.887177436,华东大区,汽车零部件,轻量化轮毂,线上电商,64,75476.24,6355.92
2025-05-21 13:35:29.465893178,华南大区,医疗耗材,诊断试剂盒,线上电商,23,3160.07,387.76
2025-05-21 16:00:23.044608922,华南大区,智能硬件,智能手环V2,渠道分销,98,29568.19,4078.92
2025-05-21 18:25:16.623324664,华东大区,智能硬件,智能手环V2,渠道分销,96,26322.97,3221.53
2025-05-21 20:50:10.202040408,华东大区,医疗耗材,诊断试剂盒,线上电商,31,4646.52,679.78
2025-05-21 23:15:03.780756150,西部大区,智能硬件,智能手环V2,线下直销,47,14273.91,1503.35
2025-05-22 01:39:57.359471894,华东大区,智能硬件,智能手环V2,线下直销,47,14549.14,1333.1
2025-05-22 04:04:50.938187638,华东大区,智能硬件,智能手环V2,渠道分销,62,17181.8,1883.01
2025-05-22 06:29:44.516903380,华东大区,智能硬件,激光传感器,渠道分销,41,12964.56,1451.95
2025-05-22 08:54:38.095619124,华北大区,智能硬件,激光传感器,线上电商,42,13168.89,1753.72
2025-05-22 11:19:31.674334866,西部大区,智能硬件,智能手环V2,线下直销,68,22298.45,2612.4
2025-05-22 13:44:25.253050610,华东大区,汽车零部件,轻量化轮毂,线下直销,27,29412.54,3443.45
2025-05-22 16:09:18.831766352,华北大区,智能硬件,激光传感器,渠道分销,85,24202.97,2313.74
2025-05-22 18:34:12.410482096,华南大区,汽车零部件,轻量化轮毂,线下直销,34,38431.82,4908.32
2025-05-22 20:59:05.989197840,华北大区,医疗耗材,诊断试剂盒,渠道分销,60,8246.78,766.94
2025-05-22 23:23:59.567913582,华东大区,智能硬件,智能手环V2,线下直销,14,4439.53,544.77
2025-05-23 01:48:53.146629326,华南大区,医疗耗材,高分子医用导管,线上电商,89,13017.93,1233.83
2025-05-23 04:13:46.725345068,西部大区,智能硬件,车载智能模块,渠道分销,30,9771.14,920.67
2025-05-23 06:38:40.304060812,华南大区,汽车零部件,液压底盘件,线上电商,11,12437.06,1392.73
2025-05-23 09:03:33.882776556,华北大区,汽车零部件,轻量化轮毂,线下直销,20,26280.77,3538.22
2025-05-23 11:28:27.461492298,华南大区,智能硬件,车载智能模块,渠道分销,74,23596.62,3289.12
2025-05-23 13:53:21.040208042,华南大区,智能硬件,激光传感器,渠道分销,59,18742.79,2173.63
2025-05-23 16:18:14.618923784,华东大区,汽车零部件,液压底盘件,线下直销,82,106418.77,8838.54
2025-05-23 18:43:08.197639528,西部大区,智能硬件,激光传感器,渠道分销,41,11882.36,1549.39
2025-05-23 21:08:01.776355270,西部大区,智能硬件,激光传感器,线上电商,45,14055.89,1876.29
2025-05-23 23:32:55.355071014,华东大区,汽车零部件,精密齿轮,渠道分销,99,130514.72,10635.82
2025-05-24 01:57:48.933786758,华北大区,汽车零部件,精密齿轮,线上电商,61,78610.28,7507.84
2025-05-24 04:22:42.512502500,华东大区,汽车零部件,精密齿轮,渠道分销,24,30603.49,3052.38
2025-05-24 06:47:36.091218244,西部大区,医疗耗材,高分子医用导管,线上电商,70,10315.97,941.23
2025-05-24 09:12:29.669933986,华东大区,智能硬件,智能手环V2,渠道分销,69,19248.19,2684.59
2025-05-24 11:37:23.248649730,华南大区,医疗耗材,诊断试剂盒,线下直销,45,6666.11,572.72
2025-05-24 14:02:16.827365472,华东大区,智能硬件,激光传感器,线上电商,30,9299.03,1242.8
2025-05-24 16:27:10.406081216,西部大区,智能硬件,激光传感器,线下直销,78,24191.36,2003.5
2025-05-24 18:52:03.984796960,华东大区,智能硬件,激光传感器,线下直销,20,6210.38,791.46
2025-05-24 21:16:57.563512702,华南大区,汽车零部件,轻量化轮毂,渠道分销,13,15089.37,1232.29
2025-05-24 23:41:51.142228446,华东大区,智能硬件,车载智能模块,线上电商,18,5860.89,817.11
2025-05-25 02:06:44.720944188,华东大区,汽车零部件,轻量化轮毂,渠道分销,13,15294.31,1842.47
2025-05-25 04:31:38.299659932,华东大区,汽车零部件,精密齿轮,线下直销,98,118585.98,12641.29
2025-05-25 06:56:31.878375674,华东大区,汽车零部件,精密齿轮,线上电商,63,77451.63,7421.36
2025-05-25 09:21:25.457091418,华北大区,智能硬件,智能手环V2,线上电商,53,17378.46,2195.17
2025-05-25 11:46:19.035807162,西部大区,汽车零部件,精密齿轮,线下直销,25,27901.04,2704.4
2025-05-25 14:11:12.614522904,华东大区,智能硬件,激光传感器,渠道分销,66,20215.87,1772.63
2025-05-25 16:36:06.193238648,华东大区,汽车零部件,轻量化轮毂,渠道分销,76,83308.13,7860.66
2025-05-25 19:00:59.771954390,华东大区,智能硬件,智能手环V2,线下直销,57,16157.57,1360.54
2025-05-25 21:25:53.350670134,华南大区,汽车零部件,轻量化轮毂,线上电商,30,36377.29,3120.25
2025-05-25 23:50:46.929385876,华东大区,智能硬件,激光传感器,渠道分销,44,12271.43,1527.35
2025-05-26 02:15:40.508101620,华北大区,智能硬件,激光传感器,线上电商,23,7535.68,694.6
2025-05-26 04:40:34.086817364,华北大区,汽车零部件,液压底盘件,线下直销,87,97524.36,14332.11
2025-05-26 07:05:27.665533106,华南大区,汽车零部件,精密齿轮,线上电商,12,15428.32,1321.0
2025-05-26 09:30:21.244248850,华北大区,汽车零部件,轻量化轮毂,渠道分销,65,75527.45,9942.54
2025-05-26 11:55:14.822964592,华东大区,汽车零部件,轻量化轮毂,线下直销,61,68970.35,7986.17
2025-05-26 14:20:08.401680336,华南大区,汽车零部件,液压底盘件,线下直销,93,104187.41,13000.68
2025-05-26 16:45:01.980396078,华东大区,汽车零部件,液压底盘件,线下直销,84,92582.94,8257.69
2025-05-26 19:09:55.559111822,华南大区,汽车零部件,精密齿轮,渠道分销,51,63318.36,9256.47
2025-05-26 21:34:49.137827566,华南大区,汽车零部件,液压底盘件,线上电商,41,48373.39,7109.79
2025-05-26 23:59:42.716543308,华北大区,智能硬件,车载智能模块,线上电商,26,7406.89,601.14
2025-05-27 02:24:36.295259052,华南大区,智能硬件,车载智能模块,线下直销,13,4004.07,569.44
2025-05-27 04:49:29.873974794,华东大区,汽车零部件,液压底盘件,线下直销,81,101172.63,13018.77
2025-05-27 07:14:23.452690538,华东大区,智能硬件,激光传感器,线下直销,13,4121.22,506.59
2025-05-27 09:39:17.031406280,华东大区,智能硬件,智能手环V2,线下直销,66,19458.16,2545.39
2025-05-27 12:04:10.610122024,华北大区,智能硬件,车载智能模块,渠道分销,51,15266.3,2064.0
2025-05-27 14:29:04.188837768,华东大区,智能硬件,车载智能模块,渠道分销,88,28207.04,3699.1
2025-05-27 16:53:57.767553510,华东大区,汽车零部件,精密齿轮,线上电商,39,42798.86,5375.81
2025-05-27 19:18:51.346269254,华南大区,智能硬件,智能手环V2,渠道分销,19,6004.9,869.39
2025-05-27 21:43:44.924984996,华东大区,智能硬件,车载智能模块,线下直销,53,15303.06,1392.76
2025-05-28 00:08:38.503700740,华北大区,医疗耗材,高分子医用导管,线下直销,24,3331.38,331.26
2025-05-28 02:33:32.082416484,华东大区,汽车零部件,精密齿轮,线下直销,62,75299.29,7051.8
2025-05-28 04:58:25.661132226,华南大区,汽车零部件,液压底盘件,线下直销,80,97648.7,10113.11
2025-05-28 07:23:19.239847970,华东大区,医疗耗材,高分子医用导管,渠道分销,18,2964.37,430.36
2025-05-28 09:48:12.818563712,华东大区,医疗耗材,诊断试剂盒,线上电商,98,15615.45,1560.37
2025-05-28 12:13:06.397279456,华东大区,汽车零部件,液压底盘件,渠道分销,13,14078.41,1327.36
2025-05-28 14:37:59.975995198,华北大区,汽车零部件,液压底盘件,线下直销,70,82757.81,7418.49
2025-05-28 17:02:53.554710942,华南大区,汽车零部件,轻量化轮毂,线下直销,21,27206.14,2897.58
2025-05-28 19:27:47.133426686,华东大区,智能硬件,车载智能模块,渠道分销,42,11889.64,1395.75
2025-05-28 21:52:40.712142428,华东大区,汽车零部件,液压底盘件,渠道分销,97,117780.83,12359.01
2025-05-29 00:17:34.290858172,华南大区,汽车零部件,液压底盘件,渠道分销,70,79654.18,10312.93
2025-05-29 02:42:27.869573914,华东大区,智能硬件,车载智能模块,线下直销,94,30939.61,3354.11
2025-05-29 05:07:21.448289658,华东大区,医疗耗材,诊断试剂盒,线上电商,23,3225.38,319.19
2025-05-29 07:32:15.027005400,西部大区,智能硬件,激光传感器,线下直销,28,7757.56,869.78
2025-05-29 09:57:08.605721144,华东大区,智能硬件,车载智能模块,线上电商,11,3489.49,290.23
2025-05-29 12:22:02.184436888,华东大区,汽车零部件,液压底盘件,渠道分销,38,47291.2,6263.97
2025-05-29 14:46:55.763152630,西部大区,汽车零部件,精密齿轮,线下直销,69,85023.9,9869.48
2025-05-29 17:11:49.341868374,华东大区,智能硬件,车载智能模块,线下直销,62,19281.64,2298.19
2025-05-29 19:36:42.920584116,华东大区,汽车零部件,液压底盘件,线上电商,77,87044.11,7276.82
2025-05-29 22:01:36.499299860,华东大区,智能硬件,智能手环V2,线上电商,56,17223.12,2179.64
2025-05-30 00:26:30.078015602,华东大区,医疗耗材,诊断试剂盒,渠道分销,28,4606.8,451.52
2025-05-30 02:51:23.656731346,华东大区,智能硬件,智能手环V2,线上电商,28,7899.01,1061.9
2025-05-30 05:16:17.235447090,华东大区,智能硬件,智能手环V2,渠道分销,87,28393.58,2758.3
2025-05-30 07:41:10.814162832,华东大区,智能硬件,智能手环V2,线上电商,83,24949.15,3713.92
2025-05-30 10:06:04.392878576,华东大区,智能硬件,车载智能模块,渠道分销,26,7941.09,842.97
2025-05-30 12:30:57.971594318,华北大区,智能硬件,激光传感器,线下直销,72,23392.94,2282.92
2025-05-30 14:55:51.550310062,华南大区,汽车零部件,液压底盘件,渠道分销,77,84070.87,9094.98
2025-05-30 17:20:45.129025804,华南大区,医疗耗材,高分子医用导管,线下直销,47,6998.15,768.32
2025-05-30 19:45:38.707741548,华东大区,智能硬件,智能手环V2,线上电商,56,16161.44,1366.48
2025-05-30 22:10:32.286457292,华北大区,医疗耗材,高分子医用导管,渠道分销,37,5790.11,661.04
2025-05-31 00:35:25.865173034,华南大区,汽车零部件,精密齿轮,线下直销,10,12073.23,1521.31
2025-05-31 03:00:19.443888778,华东大区,智能硬件,智能手环V2,线下直销,87,26766.59,2847.11
2025-05-31 05:25:13.022604520,华北大区,医疗耗材,诊断试剂盒,线下直销,68,10544.48,1326.85
2025-05-31 07:50:06.601320264,华南大区,汽车零部件,液压底盘件,渠道分销,27,29444.56,4198.83
2025-05-31 10:15:00.180036006,西部大区,汽车零部件,精密齿轮,线下直销,31,35456.13,4219.18
2025-05-31 12:39:53.758751750,华东大区,汽车零部件,轻量化轮毂,线上电商,75,85117.55,12359.69
2025-05-31 15:04:47.337467494,西部大区,智能硬件,智能手环V2,线下直销,57,18269.27,2288.78
2025-05-31 17:29:40.916183236,华北大区,汽车零部件,轻量化轮毂,渠道分销,99,109359.74,10481.68
2025-05-31 19:54:34.494898980,华东大区,汽车零部件,精密齿轮,渠道分销,74,94221.46,13566.49
2025-05-31 22:19:28.073614722,华南大区,医疗耗材,高分子医用导管,线上电商,27,3876.16,443.74
2025-06-01 00:44:21.652330466,西部大区,汽车零部件,精密齿轮,渠道分销,35,38285.44,5023.7
2025-06-01 03:09:15.231046208,华东大区,医疗耗材,高分子医用导管,线下直销,10,1425.58,115.01
2025-06-01 05:34:08.809761952,华北大区,智能硬件,智能手环V2,线下直销,41,11895.31,1239.18
2025-06-01 07:59:02.388477696,华东大区,汽车零部件,精密齿轮,渠道分销,34,36829.48,4330.93
2025-06-01 10:23:55.967193438,华东大区,汽车零部件,精密齿轮,线上电商,42,53314.77,4702.63
2025-06-01 12:48:49.545909182,华东大区,汽车零部件,精密齿轮,渠道分销,62,79629.54,7657.22
2025-06-01 15:13:43.124624924,华东大区,智能硬件,车载智能模块,线上电商,65,18608.27,1579.73
2025-06-01 17:38:36.703340668,华东大区,智能硬件,车载智能模块,线上电商,74,22414.63,2746.5
2025-06-01 20:03:30.282056410,华北大区,智能硬件,智能手环V2,线上电商,68,18763.78,2341.28
2025-06-01 22:28:23.860772154,华南大区,汽车零部件,精密齿轮,线下直销,66,73278.74,8770.97
2025-06-02 00:53:17.439487898,华南大区,智能硬件,智能手环V2,渠道分销,54,16807.44,1572.53
2025-06-02 03:18:11.018203640,华南大区,汽车零部件,轻量化轮毂,渠道分销,75,84904.63,9661.08
2025-06-02 05:43:04.596919384,华南大区,智能硬件,智能手环V2,渠道分销,71,19606.74,1919.14
2025-06-02 08:07:58.175635126,华南大区,汽车零部件,精密齿轮,线下直销,70,87095.54,12557.91
2025-06-02 10:32:51.754350870,华南大区,智能硬件,激光传感器,渠道分销,65,18530.91,1498.89
2025-06-02 12:57:45.333066614,西部大区,智能硬件,智能手环V2,渠道分销,72,21415.93,3014.85
2025-06-02 15:22:38.911782356,华东大区,智能硬件,激光传感器,线上电商,13,4178.67,366.55
2025-06-02 17:47:32.490498100,华东大区,汽车零部件,轻量化轮毂,线下直销,25,30514.93,3471.84
2025-06-02 20:12:26.069213842,华东大区,智能硬件,车载智能模块,线下直销,43,14003.46,1401.61
2025-06-02 22:37:19.647929586,华东大区,智能硬件,智能手环V2,渠道分销,91,26394.21,3681.01
2025-06-03 01:02:13.226645328,西部大区,智能硬件,车载智能模块,线上电商,12,3668.04,322.87
2025-06-03 03:27:06.805361072,华东大区,汽车零部件,轻量化轮毂,线上电商,92,99447.29,11325.16
2025-06-03 05:52:00.384076816,华南大区,汽车零部件,液压底盘件,线上电商,33,39415.67,3535.35
2025-06-03 08:16:53.962792558,华东大区,汽车零部件,液压底盘件,线上电商,46,58846.92,8757.34
2025-06-03 10:41:47.541508302,华南大区,汽车零部件,精密齿轮,线下直销,39,50899.27,7144.44
2025-06-03 13:06:41.120224044,华东大区,医疗耗材,高分子医用导管,渠道分销,89,12644.78,1700.23
2025-06-03 15:31:34.698939788,华东大区,医疗耗材,高分子医用导管,渠道分销,88,14102.47,1556.89
2025-06-03 17:56:28.277655530,华南大区,智能硬件,车载智能模块,渠道分销,71,19176.66,1807.86
2025-06-03 20:21:21.856371274,华南大区,汽车零部件,液压底盘件,线上电商,59,76237.3,11237.3
2025-06-03 22:46:15.435087018,华南大区,汽车零部件,液压底盘件,线下直销,63,70490.59,10179.11
2025-06-04 01:11:09.013802760,华北大区,智能硬件,激光传感器,线上电商,70,19701.33,1966.64
2025-06-04 03:36:02.592518504,华东大区,智能硬件,智能手环V2,线下直销,78,21893.68,2977.46
2025-06-04 06:00:56.171234246,华东大区,医疗耗材,高分子医用导管,线上电商,56,7622.85,1108.75
2025-06-04 08:25:49.749949990,华东大区,智能硬件,激光传感器,渠道分销,95,31270.38,2517.97
2025-06-04 10:50:43.328665732,华南大区,智能硬件,车载智能模块,线上电商,15,4541.27,624.44
2025-06-04 13:15:36.907381476,西部大区,汽车零部件,液压底盘件,线上电商,10,12342.21,1319.79
2025-06-04 15:40:30.486097220,华东大区,智能硬件,激光传感器,线下直销,93,25689.86,2468.09
2025-06-04 18:05:24.064812962,华东大区,汽车零部件,液压底盘件,线下直销,40,51622.81,5835.44
2025-06-04 20:30:17.643528706,华东大区,智能硬件,激光传感器,渠道分销,69,21404.41,2355.78
2025-06-04 22:55:11.222244448,华东大区,医疗耗材,高分子医用导管,线下直销,65,9728.32,898.31
2025-06-05 01:20:04.800960192,华东大区,智能硬件,激光传感器,渠道分销,86,23485.96,2667.26
2025-06-05 03:44:58.379675934,华东大区,汽车零部件,精密齿轮,线上电商,51,59028.36,7152.2
2025-06-05 06:09:51.958391678,华南大区,智能硬件,智能手环V2,线上电商,75,20801.89,2781.84
2025-06-05 08:34:45.537107422,华南大区,医疗耗材,高分子医用导管,渠道分销,43,5922.12,783.75
2025-06-05 10:59:39.115823164,华东大区,智能硬件,激光传感器,线下直销,41,12465.38,1533.37
2025-06-05 13:24:32.694538908,华东大区,汽车零部件,轻量化轮毂,线下直销,95,112417.42,10703.66
2025-06-05 15:49:26.273254650,华东大区,汽车零部件,精密齿轮,线上电商,10,11648.68,1313.75
2025-06-05 18:14:19.851970394,华东大区,汽车零部件,精密齿轮,线上电商,94,122388.63,15305.18
2025-06-05 20:39:13.430686136,华南大区,汽车零部件,轻量化轮毂,线上电商,53,61438.16,5759.1
2025-06-05 23:04:07.009401880,西部大区,智能硬件,激光传感器,线下直销,36,11552.62,1448.12
2025-06-06 01:29:00.588117624,华东大区,医疗耗材,诊断试剂盒,线上电商,75,12085.2,1331.12
